EmployeeID,Age,Gender,Department,JobRole,EducationField,MonthlyIncome,YearsAtCompany,TotalWorkingYears,JobSatisfaction,WorkLifeBalance,Attrition
1106,24,Female,Operations,Operations Executive,Finance,119921,4,4,2,2,No
1107,31,Male,HR,HR Manager,Life Sciences,133369,5,7,2,2,No
1108,53,Male,Operations,Operations Executive,Finance,36084,12,27,2,3,No
1109,23,Female,Marketing,Marketing Executive,Life Sciences,124052,2,2,4,2,No
1110,53,Female,Sales,Sales Executive,Marketing,28864,13,13,2,1,No
1111,41,Male,Operations,Operations Manager,Technical Degree,31142,13,21,3,3,No
1112,45,Female,Marketing,Marketing Manager,Technical Degree,49395,9,22,2,4,No
1113,45,Male,Marketing,Marketing Executive,Human Resources,128191,0,15,3,1,No
1114,44,Male,HR,HR Manager,Life Sciences,53560,15,24,3,3,No
1115,34,Female,Operations,Operations Executive,Medical,90527,13,14,1,2,No
1116,24,Male,Marketing,Marketing Executive,Technical Degree,132966,3,4,3,3,No
1117,21,Male,Marketing,Marketing Manager,Technical Degree,172432,1,1,4,4,No
1118,53,Male,IT,IT Manager,Marketing,52536,17,19,4,1,No
1119,31,Female,Operations,Operations Executive,Marketing,54796,3,10,1,4,No
1120,46,Female,Marketing,Marketing Manager,Medical,55823,0,9,4,3,No
1121,57,Female,Finance,Finance Manager,Medical,62097,20,25,3,2,No
1122,51,Female,Operations,Operations Manager,Life Sciences,111553,14,20,2,2,No
1123,32,Male,Finance,Finance Manager,Finance,42576,2,9,1,3,No
1124,42,Male,Sales,Sales Manager,Technical Degree,147865,3,4,2,1,No
1125,33,Female,Marketing,Marketing Executive,Technical Degree,136716,4,8,3,3,No
1126,25,Male,Operations,Operations Executive,Marketing,51994,4,4,2,3,Yes
1127,42,Male,Operations,Operations Manager,Marketing,97676,18,22,4,2,No
1128,30,Male,Sales,Sales Executive,Marketing,25064,2,9,3,1,No
1129,48,Female,Operations,Operations Manager,Human Resources,104313,15,20,1,2,No
1130,43,Male,Marketing,Marketing Manager,Marketing,161835,9,22,3,1,No
1131,30,Female,Marketing,Marketing Manager,Finance,140775,6,10,4,3,No
1132,22,Male,Finance,Analyst,Human Resources,115699,1,2,4,2,No
1133,21,Female,Finance,Analyst,Life Sciences,119631,0,1,2,1,No
1134,53,Female,Finance,Finance Manager,Technical Degree,33789,0,17,3,4,No
1135,57,Male,Marketing,Marketing Executive,Life Sciences,144139,0,30,4,2,No
1136,60,Male,Finance,Analyst,Life Sciences,59510,4,15,1,4,No
1137,41,Female,IT,Developer,Finance,97739,3,20,2,1,No
1138,54,Male,HR,HR Manager,Finance,134151,0,25,1,1,Yes
1139,32,Male,Finance,Analyst,Technical Degree,97227,7,7,2,4,Yes
1140,28,Male,Finance,Finance Manager,Marketing,173943,5,8,1,4,Yes
1141,32,Female,Marketing,Marketing Executive,Life Sciences,69390,5,5,1,2,No
1142,40,Female,Marketing,Marketing Executive,Marketing,59795,20,20,3,1,No
1143,57,Male,Finance,Analyst,Technical Degree,84234,10,23,2,3,No
1144,37,Female,Finance,Finance Manager,Finance,118101,2,17,3,3,No
1145,23,Female,Marketing,Marketing Executive,Marketing,166020,3,3,2,4,No
1146,26,Male,Finance,Finance Manager,Medical,92689,4,4,2,4,No
1147,51,Male,Marketing,Marketing Executive,Technical Degree,178831,4,18,3,3,No
1148,43,Male,Marketing,Marketing Executive,Marketing,135469,0,5,4,3,No
1149,31,Female,Finance,Finance Manager,Medical,73800,7,11,1,4,No
1150,46,Female,Operations,Operations Manager,Technical Degree,91210,15,18,3,3,No
1151,53,Male,Sales,Sales Executive,Medical,136645,3,16,3,4,No
1152,59,Male,HR,HR Manager,Life Sciences,173894,16,22,2,2,No
1153,43,Male,Finance,Analyst,Marketing,68343,14,20,4,1,No
1154,26,Male,Finance,Finance Manager,Finance,78299,1,2,4,1,No
1155,21,Female,Operations,Operations Manager,Finance,115364,1,1,1,4,No
1156,45,Male,HR,HR Manager,Human Resources,88633,14,25,1,4,Yes
1157,48,Male,Finance,Finance Manager,Marketing,165015,19,25,1,3,No
1158,36,Male,Operations,Operations Executive,Marketing,114089,11,13,1,4,No
1159,23,Male,IT,Data Analyst,Human Resources,139137,1,2,1,3,No
1160,40,Female,HR,HR Manager,Finance,34129,12,19,3,4,No
1161,50,Male,Operations,Operations Executive,Medical,51582,2,13,4,1,No
1162,50,Female,Operations,Operations Manager,Finance,130304,0,15,4,1,No
1163,59,Female,Marketing,Marketing Executive,Life Sciences,122733,14,30,4,3,No
1164,55,Female,HR,HR Manager,Marketing,45973,12,33,2,1,No
1165,48,Female,Operations,Operations Manager,Technical Degree,98849,1,15,1,1,No
1166,37,Female,Sales,Sales Manager,Human Resources,102632,13,15,1,3,Yes
1167,41,Female,Sales,Sales Manager,Marketing,34336,9,19,1,3,No
1168,55,Female,HR,HR Executive,Human Resources,62917,3,11,4,4,No
1169,54,Male,Marketing,Marketing Executive,Medical,35653,18,32,1,3,No
1170,45,Male,Marketing,Marketing Executive,Finance,113545,16,17,3,4,No
1171,48,Male,Finance,Analyst,Finance,75238,3,28,3,3,No
1172,57,Male,Sales,Sales Manager,Medical,139542,15,21,3,2,No
1173,39,Male,IT,Data Analyst,Technical Degree,131740,8,8,2,1,No
1174,59,Female,Finance,Finance Manager,Marketing,50466,20,30,2,2,Yes
1175,59,Male,Sales,Sales Manager,Technical Degree,135300,14,32,3,4,No
1176,43,Male,Finance,Finance Manager,Finance,146096,14,16,4,2,No
1177,46,Female,IT,BI Analyst,Life Sciences,174766,1,22,1,4,No
1178,40,Male,HR,HR Manager,Medical,143357,9,14,4,1,No
1179,47,Male,Finance,Finance Manager,Human Resources,99419,0,24,4,2,No
1180,27,Male,Operations,Operations Executive,Finance,80392,6,6,1,3,Yes
1181,43,Female,IT,IT Manager,Medical,98106,6,19,3,3,No
1182,35,Male,Operations,Operations Manager,Human Resources,146612,12,15,3,4,No
1183,55,Female,Finance,Analyst,Human Resources,146640,10,34,2,1,No
1184,22,Female,IT,Data Analyst,Medical,61325,2,2,1,4,No
1185,57,Female,HR,HR Executive,Medical,48846,20,35,3,1,No
1186,31,Male,Operations,Operations Executive,Technical Degree,87735,7,9,2,4,No
1187,25,Female,HR,HR Manager,Marketing,176414,0,1,4,4,No
1188,53,Male,HR,HR Manager,Life Sciences,111837,20,21,2,2,No
1189,47,Male,Marketing,Marketing Executive,Finance,126008,16,23,1,4,No
1190,49,Male,Operations,Operations Executive,Technical Degree,40672,15,28,3,4,No
1191,48,Female,IT,IT Manager,Human Resources,63268,3,6,3,1,No
1192,30,Male,Marketing,Marketing Manager,Human Resources,80072,3,10,3,1,No
1193,36,Female,Marketing,Marketing Manager,Medical,102409,8,13,4,3,No
1194,29,Female,Finance,Analyst,Technical Degree,31800,2,6,2,3,No
1195,57,Male,Marketing,Marketing Executive,Marketing,149593,20,29,4,3,No
1196,45,Male,Operations,Operations Manager,Technical Degree,32341,8,15,2,3,Yes
1197,51,Female,Finance,Finance Manager,Human Resources,115233,19,21,2,3,No
1198,54,Male,Marketing,Marketing Executive,Technical Degree,151877,15,20,4,1,No
1199,34,Female,HR,HR Manager,Medical,97958,3,5,1,2,No
1200,54,Male,Marketing,Marketing Executive,Technical Degree,78092,7,30,3,1,No
1201,38,Male,Operations,Operations Executive,Finance,39673,17,17,4,2,No
1202,35,Male,Marketing,Marketing Executive,Finance,35546,14,14,3,3,Yes
1203,54,Female,Sales,Sales Executive,Human Resources,79455,9,10,2,2,No
1204,41,Female,Sales,Sales Executive,Marketing,76491,20,20,4,1,No
1205,59,Male,Sales,Sales Executive,Finance,174246,15,24,1,4,No
1206,58,Female,IT,Data Analyst,Finance,25129,20,34,3,4,No
1207,53,Male,HR,HR Manager,Technical Degree,99384,15,31,3,3,No
1208,49,Female,Finance,Finance Manager,Human Resources,72757,3,27,4,1,No
1209,25,Male,HR,HR Executive,Marketing,104859,3,5,1,4,No
1210,34,Female,Sales,Sales Executive,Medical,105054,4,12,3,4,Yes
1211,41,Male,HR,HR Executive,Technical Degree,128871,5,11,2,2,No
1212,59,Female,Operations,Operations Manager,Technical Degree,84958,13,21,3,4,No
1213,42,Female,HR,HR Manager,Human Resources,107666,11,22,4,3,No
1214,24,Male,Sales,Sales Manager,Marketing,61681,3,4,4,3,Yes
1215,39,Male,Marketing,Marketing Manager,Marketing,109369,11,11,4,4,No
1216,38,Female,Operations,Operations Manager,Life Sciences,88737,3,5,2,3,No
1217,52,Female,Marketing,Marketing Manager,Technical Degree,178646,7,15,4,1,Yes
1218,49,Female,Operations,Operations Manager,Marketing,148690,9,12,2,1,No
1219,57,Female,HR,HR Manager,Medical,48070,6,23,4,2,No
1220,22,Male,Operations,Operations Manager,Marketing,107303,0,0,3,4,No
1221,35,Male,Finance,Finance Manager,Marketing,112297,14,15,2,3,No
1222,48,Female,Sales,Sales Manager,Life Sciences,37591,12,27,1,3,Yes
1223,55,Male,Operations,Operations Manager,Medical,175684,15,24,3,1,No
1224,53,Female,Sales,Sales Executive,Human Resources,75040,2,31,1,4,No
1225,42,Female,Marketing,Marketing Executive,Life Sciences,175791,2,7,3,4,No
1226,21,Female,IT,BI Analyst,Marketing,27238,1,1,2,3,No
1227,55,Male,Operations,Operations Manager,Marketing,77515,14,34,3,2,No
1228,27,Female,Finance,Analyst,Marketing,58377,0,0,3,1,No
1229,33,Male,Marketing,Marketing Executive,Technical Degree,136223,4,6,3,2,No
1230,49,Male,Sales,Sales Executive,Human Resources,123333,3,29,1,4,No
1231,49,Male,Sales,Sales Manager,Medical,78905,12,18,4,1,Yes
1232,31,Male,Operations,Operations Executive,Life Sciences,153216,3,4,3,3,No
1233,51,Female,Operations,Operations Manager,Human Resources,54358,8,24,4,1,Yes
1234,44,Male,Sales,Sales Manager,Finance,138809,9,11,3,2,No
1235,51,Male,Marketing,Marketing Manager,Medical,109743,0,17,1,2,No
1236,54,Male,Sales,Sales Executive,Finance,148158,4,8,1,1,No
1237,44,Male,Marketing,Marketing Manager,Finance,66283,19,22,4,2,No
1238,44,Female,Marketing,Marketing Executive,Technical Degree,32859,3,8,4,2,No
1239,22,Male,Operations,Operations Manager,Human Resources,32470,0,1,4,1,No
1240,59,Male,Sales,Sales Manager,Life Sciences,66463,16,21,1,1,No
1241,28,Male,IT,Developer,Technical Degree,133809,7,8,4,2,No
1242,37,Male,IT,IT Manager,Marketing,166554,4,9,3,1,No
1243,30,Male,HR,HR Executive,Marketing,49848,3,4,4,3,No
1244,32,Male,HR,HR Manager,Technical Degree,111147,11,12,4,3,No
1245,30,Male,IT,BI Analyst,Marketing,125933,9,9,1,2,No
1246,36,Female,Marketing,Marketing Executive,Marketing,109549,5,11,1,4,No
1247,49,Female,Marketing,Marketing Manager,Technical Degree,93892,6,20,4,1,No
1248,42,Female,HR,HR Manager,Human Resources,50297,15,22,3,3,Yes
1249,55,Female,Marketing,Marketing Executive,Marketing,84539,4,10,4,1,No
1250,49,Male,Finance,Finance Manager,Marketing,157310,13,15,2,4,No
1251,22,Female,Marketing,Marketing Executive,Medical,117782,0,2,2,1,No
1252,44,Female,HR,HR Executive,Marketing,68420,5,8,2,2,No
1253,46,Male,Finance,Analyst,Finance,161773,9,21,4,4,No
1254,25,Male,Finance,Analyst,Marketing,79723,2,4,1,1,No
1255,36,Female,IT,Data Analyst,Life Sciences,134840,12,13,4,2,No
1256,29,Female,HR,HR Manager,Technical Degree,178597,6,6,2,2,No
1257,54,Female,Sales,Sales Executive,Life Sciences,51899,9,25,4,2,No
1258,30,Female,Operations,Operations Manager,Life Sciences,96330,1,6,1,4,No
1259,48,Male,Marketing,Marketing Manager,Finance,152743,18,20,3,2,No
1260,36,Female,Operations,Operations Manager,Finance,135539,15,16,1,1,No
1261,37,Male,Marketing,Marketing Manager,Finance,135007,16,17,3,3,Yes
1262,58,Female,IT,Data Analyst,Medical,179949,15,22,4,3,Yes
1263,59,Male,Operations,Operations Manager,Marketing,36036,16,28,1,1,No
1264,46,Female,Finance,Finance Manager,Finance,140407,1,12,4,1,No
1265,57,Male,Sales,Sales Executive,Finance,111235,5,5,1,3,No
1266,43,Female,IT,BI Analyst,Human Resources,90195,11,16,3,4,No
1267,31,Male,Marketing,Marketing Manager,Human Resources,168465,3,11,3,4,No
1268,43,Male,Sales,Sales Manager,Finance,84656,19,23,3,3,Yes
1269,60,Female,IT,BI Analyst,Technical Degree,73809,15,35,4,2,No
1270,44,Female,Finance,Finance Manager,Medical,109609,5,10,1,1,Yes
1271,56,Female,Marketing,Marketing Manager,Technical Degree,129325,17,22,1,2,Yes
1272,55,Female,HR,HR Manager,Medical,59873,11,23,4,1,No
1273,41,Female,Operations,Operations Executive,Life Sciences,35688,7,14,2,2,No
1274,35,Male,IT,Data Analyst,Life Sciences,140436,7,10,2,2,Yes
1275,49,Female,Operations,Operations Manager,Finance,133088,13,19,2,4,No
1276,37,Male,Finance,Finance Manager,Finance,120555,13,15,2,3,No
1277,36,Male,HR,HR Manager,Finance,158025,4,5,4,3,Yes
1278,50,Female,Finance,Analyst,Life Sciences,38946,8,26,4,4,No
1279,56,Male,HR,HR Executive,Life Sciences,40085,14,31,3,4,No
1280,25,Female,Marketing,Marketing Manager,Human Resources,174357,5,5,3,1,No
1281,46,Female,Marketing,Marketing Executive,Marketing,106218,6,20,3,3,No
1282,21,Female,Operations,Operations Manager,Finance,178995,0,1,1,1,No
1283,36,Male,HR,HR Executive,Human Resources,32729,5,7,4,1,No
1284,47,Female,Operations,Operations Manager,Marketing,61309,12,27,3,2,Yes
1285,37,Female,Marketing,Marketing Manager,Finance,73382,15,15,3,4,No
1286,42,Male,Marketing,Marketing Executive,Medical,162328,14,15,3,1,No
1287,27,Female,Sales,Sales Manager,Life Sciences,163705,2,2,1,1,No
1288,25,Male,Operations,Operations Manager,Finance,155600,1,2,2,2,No
1289,57,Female,HR,HR Manager,Life Sciences,140526,5,33,2,2,No
1290,55,Male,Operations,Operations Executive,Life Sciences,101396,3,22,1,3,No
1291,59,Male,IT,Data Analyst,Technical Degree,144188,4,25,4,4,No
1292,30,Female,HR,HR Manager,Finance,74372,3,10,4,1,No
1293,54,Male,Marketing,Marketing Executive,Human Resources,163238,2,22,4,2,No
1294,48,Male,HR,HR Manager,Technical Degree,123845,12,25,1,4,Yes
1295,60,Male,Operations,Operations Manager,Marketing,155446,12,21,3,1,No
1296,58,Male,Sales,Sales Manager,Technical Degree,70444,18,35,3,1,No
1297,43,Male,IT,Data Analyst,Marketing,138719,17,17,2,3,No
1298,32,Male,Sales,Sales Manager,Life Sciences,44126,3,8,2,4,Yes
1299,28,Male,IT,Data Analyst,Technical Degree,88016,4,4,3,2,No
1300,30,Female,IT,Developer,Human Resources,92681,2,5,4,3,No
1301,47,Male,Marketing,Marketing Executive,Finance,97898,13,19,2,4,No
1302,23,Female,Marketing,Marketing Manager,Life Sciences,83451,3,3,1,1,Yes
1303,31,Female,HR,HR Manager,Life Sciences,129386,11,11,3,3,No
1304,33,Male,Sales,Sales Manager,Human Resources,155539,1,9,2,2,No
1305,28,Male,IT,Developer,Marketing,126728,3,3,2,1,No
1306,49,Male,IT,BI Analyst,Medical,35761,4,18,2,2,No
1307,42,Male,Sales,Sales Executive,Human Resources,71013,8,22,3,4,No
1308,39,Female,IT,Data Analyst,Life Sciences,84044,16,16,2,2,No
1309,36,Female,IT,Developer,Life Sciences,170975,16,16,2,2,No
1310,47,Male,Sales,Sales Executive,Life Sciences,29577,16,24,2,3,No
1311,21,Male,Marketing,Marketing Executive,Marketing,172511,1,1,1,4,No
1312,57,Female,Marketing,Marketing Executive,Human Resources,30188,17,19,4,4,No
1313,52,Male,Marketing,Marketing Executive,Human Resources,115478,19,23,4,4,No
1314,35,Female,Operations,Operations Manager,Finance,70705,4,8,4,3,No
1315,40,Male,Sales,Sales Manager,Finance,145568,4,5,4,2,No
1316,46,Female,Finance,Analyst,Technical Degree,145738,13,19,4,4,No
1317,46,Male,Finance,Finance Manager,Finance,78979,4,20,2,2,No
1318,50,Male,Marketing,Marketing Manager,Human Resources,132009,17,30,3,3,No
1319,40,Male,Sales,Sales Manager,Finance,38339,19,20,2,2,No
1320,32,Male,IT,IT Manager,Finance,79120,7,7,4,2,No
1321,30,Female,IT,Data Analyst,Technical Degree,147835,6,8,2,2,No
1322,27,Male,Operations,Operations Executive,Technical Degree,30627,1,1,1,1,No
1323,30,Female,Finance,Analyst,Human Resources,42307,3,7,3,3,No
1324,39,Male,Finance,Analyst,Medical,172295,9,10,2,2,Yes
1325,31,Male,Operations,Operations Manager,Human Resources,98723,8,11,2,1,No
1326,29,Female,Sales,Sales Executive,Human Resources,124449,6,9,4,2,No
1327,49,Female,Operations,Operations Executive,Life Sciences,173578,0,15,3,3,No
1328,60,Male,HR,HR Executive,Finance,128184,9,30,2,1,No
1329,26,Female,Finance,Finance Manager,Technical Degree,154695,2,6,1,4,No
1330,54,Female,HR,HR Manager,Technical Degree,108510,0,31,2,1,No
1331,42,Male,IT,IT Manager,Medical,145084,1,9,1,3,No
1332,40,Female,Sales,Sales Executive,Finance,148239,12,15,4,4,Yes
1333,44,Female,IT,BI Analyst,Medical,131743,16,22,3,2,No
1334,39,Male,HR,HR Manager,Life Sciences,142931,8,9,1,3,No
1335,36,Male,HR,HR Executive,Life Sciences,122881,2,4,1,2,No
1336,21,Male,Sales,Sales Executive,Medical,65958,1,1,4,3,No
1337,29,Male,Sales,Sales Executive,Life Sciences,46274,3,8,2,1,No
1338,34,Male,IT,Data Analyst,Human Resources,45817,0,11,4,3,No
1339,59,Male,HR,HR Manager,Life Sciences,100514,5,20,1,4,Yes
1340,37,Male,HR,HR Executive,Marketing,175846,4,12,2,1,No
1341,35,Female,HR,HR Manager,Technical Degree,102783,5,11,4,3,No
1342,54,Female,Marketing,Marketing Executive,Technical Degree,98780,0,16,2,1,Yes
1343,60,Female,Marketing,Marketing Executive,Finance,141898,13,15,1,1,No
1344,57,Female,Marketing,Marketing Executive,Technical Degree,108640,8,31,4,3,No
1345,52,Female,IT,BI Analyst,Human Resources,74882,10,27,2,2,Yes
1346,41,Female,IT,IT Manager,Human Resources,146737,12,19,4,2,No
1347,41,Male,Sales,Sales Executive,Marketing,129705,12,14,3,1,No
1348,34,Male,Operations,Operations Executive,Life Sciences,127574,1,1,4,2,No
1349,31,Female,IT,IT Manager,Human Resources,84700,4,8,2,4,No
1350,52,Female,IT,Data Analyst,Marketing,52790,1,23,1,3,No
1351,34,Female,HR,HR Manager,Finance,28399,6,13,3,2,No
1352,60,Male,Operations,Operations Manager,Technical Degree,163841,3,11,3,3,No
1353,25,Female,Operations,Operations Manager,Finance,121995,0,3,4,2,No
1354,51,Female,HR,HR Manager,Finance,114327,8,25,3,2,No
1355,58,Female,Operations,Operations Executive,Medical,90299,19,26,4,4,No
1356,30,Female,Sales,Sales Manager,Life Sciences,46314,9,10,4,4,No
1357,33,Male,IT,IT Manager,Finance,62508,12,13,3,1,No
1358,43,Female,Sales,Sales Manager,Technical Degree,172292,19,22,2,3,No
1359,33,Male,Operations,Operations Executive,Medical,56552,9,13,3,1,No
1360,36,Female,Operations,Operations Manager,Life Sciences,27861,12,15,3,3,No
1361,26,Female,Sales,Sales Manager,Technical Degree,63696,2,5,4,4,No
1362,50,Female,Sales,Sales Manager,Life Sciences,143838,8,14,3,2,No
1363,41,Female,Sales,Sales Executive,Medical,121684,17,20,2,3,No
1364,41,Male,Sales,Sales Manager,Medical,110618,12,14,1,3,No
1365,52,Male,Sales,Sales Executive,Finance,42798,2,31,2,2,Yes
1366,44,Female,HR,HR Executive,Human Resources,46275,11,16,4,3,No
1367,54,Female,Operations,Operations Executive,Marketing,128806,13,33,2,1,No
1368,35,Male,Sales,Sales Manager,Human Resources,171193,7,7,1,1,No
1369,35,Female,Sales,Sales Executive,Life Sciences,61090,7,9,3,3,No
1370,52,Male,Operations,Operations Manager,Marketing,169187,0,26,1,1,Yes
1371,21,Male,HR,HR Manager,Medical,177458,1,1,3,2,No
1372,38,Female,Sales,Sales Manager,Technical Degree,158924,17,18,4,2,No
1373,37,Female,HR,HR Manager,Marketing,99811,12,12,4,1,No
1374,23,Male,HR,HR Executive,Medical,78892,3,3,2,3,No
1375,50,Female,Finance,Finance Manager,Life Sciences,85243,1,21,3,2,No
1376,42,Male,HR,HR Executive,Human Resources,126861,6,21,3,4,No
1377,36,Male,IT,BI Analyst,Technical Degree,53117,2,11,1,1,No
1378,49,Male,Sales,Sales Manager,Human Resources,50488,12,17,1,3,Yes
1379,25,Female,Marketing,Marketing Manager,Marketing,30870,2,5,3,1,No
1380,34,Male,Finance,Finance Manager,Finance,32960,1,11,4,2,Yes
1381,58,Male,HR,HR Manager,Marketing,95796,17,25,1,4,Yes
1382,45,Male,Sales,Sales Manager,Medical,155396,0,1,4,4,No
1383,38,Male,Sales,Sales Executive,Marketing,78136,9,16,3,1,No
1384,21,Male,Marketing,Marketing Manager,Technical Degree,171523,0,1,4,2,No
1385,59,Female,Finance,Analyst,Finance,148856,11,25,2,3,No
1386,41,Female,Operations,Operations Executive,Technical Degree,131693,20,21,2,4,No
1387,55,Female,HR,HR Manager,Technical Degree,138170,13,24,1,3,No
1388,49,Male,Marketing,Marketing Manager,Medical,68064,17,27,1,3,No
1389,57,Male,Finance,Analyst,Medical,128900,4,17,1,4,No
1390,37,Female,Sales,Sales Executive,Medical,84449,17,17,3,4,Yes
1391,35,Male,IT,IT Manager,Finance,52899,11,14,2,4,Yes
1392,52,Male,Sales,Sales Executive,Medical,105361,4,6,2,4,No
1393,33,Male,Marketing,Marketing Executive,Life Sciences,33152,0,0,3,1,No
1394,28,Female,Finance,Finance Manager,Marketing,130644,6,7,1,3,No
1395,60,Female,Finance,Finance Manager,Life Sciences,35977,18,33,4,1,No
1396,45,Female,Finance,Finance Manager,Life Sciences,135808,17,18,3,4,No
1397,51,Male,IT,Developer,Human Resources,49130,8,25,1,2,No
1398,36,Female,IT,BI Analyst,Life Sciences,109639,15,15,3,4,No
1399,58,Female,Sales,Sales Executive,Medical,141504,0,32,1,2,No
1400,37,Female,Marketing,Marketing Executive,Marketing,160459,3,14,4,2,No
1401,59,Female,Sales,Sales Manager,Marketing,53750,10,23,2,1,Yes
1402,32,Female,Sales,Sales Manager,Marketing,36501,12,12,3,2,No
1403,28,Female,Marketing,Marketing Manager,Finance,61491,1,3,2,1,No
